,标题,作者,调整出版物名称,出版年,起始页面,结束页面,Pages,会议名称,合计引用次数,每年的平均数,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Author_number
9600,Chronic airflow obstruction in Fabry's disease.,"Rosenberg, D M; Ferrans, V J; Fulmer, J D; Line, B R; Barranger, J A; Brady, R O; Crystal, R G",AMERICAN JOURNAL OF MEDICINE,1980,898,905,7,0,48,1.17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,1,3,1,1,3,2,3,4,2,4,2,2,4,1,1,0,3,1,1,7
9601,KENNEL COUGH IN AN INDIVIDUAL WITH IGG DEFICIENCY: A RARE PRESENTATION,"Reddy, Manasa; Zhang, Chenchen",CHEST,2018,128,128,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9602,DEVELOPMENT OF AN INHALATION MODEL FOR STUDYING HYDROGEN SULFIDE EXPOSURES,"Saber, Tina; Mahon, Sari; Mukai, David; Lee, Jangwoen; Burney, Tanya; Saidian, Mayer; Bebarta, Vikhyat; Boss, Gerry; Brenner, Matthew",CHEST,2018,324,324,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9603,Secondary malignant tumors of the parathyroid glands. Report of two cases with associated hypoparathyroidism.,"Horwitz, C A; Myers, W P; Foote, F W Jr",AMERICAN JOURNAL OF MEDICINE,1972,797,808,11,0,48,0.98,0,0,0,1,2,1,2,0,2,2,1,1,2,0,0,1,1,1,2,0,1,1,0,1,1,1,0,0,2,1,0,0,1,2,0,1,0,1,0,1,2,1,0,1,2,1,3,1,2,2,3
9604,EFFICACY OF SYSTEMIC CORTICOSTEROIDS IN PATIENTS WITH AN ACUTE EXACERBATION OF COPD ASSOCIATED WITH PNEUMONIA,"Sadigov, Alizamin; Baylarov, Rauf; Bagirzadeh, Aliya",CHEST,2018,762,762,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9605,RISK FACTORS FOR MULTIDRUG-RESISTANT PATHOGENS IN HOSPITAL-ASSOCIATED AND VENTILATOR-ASSOCIATED PNEUMONIA: COMBINED THERAPY IS HELPFUL FOR TREATMENT?,"Sadigov, Alizamin",CHEST,2018,179,179,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9606,CHARACTERISTICS AND MANAGEMENT OF PANCREATIC PLEURAL EFFUSIONS: A SYSTEMATIC REVIEW OF CASE REPORTS,"Salguero, Bertin; Kakked, Gaurav; Narayanswami, Gopal; Mathew, Joseph; Rose, Keith; Shujaat, Adil",CHEST,2018,513,513,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9607,Development of mechanisms for drug excretion.,"Hook, J B; Hewitt, W R",AMERICAN JOURNAL OF MEDICINE,1977,497,506,9,0,47,1.07,0,0,0,0,0,0,0,1,1,3,2,3,1,4,0,3,1,0,1,4,1,0,0,2,1,2,1,0,1,0,0,2,2,1,3,0,1,0,0,0,1,0,1,1,0,3,0,0,0,0,2
9608,"Association of antiplatelet antibody with functional platelet disorders. Autoimmune thrombocytopenic purpura, systemic lupus erythematosus and thrombopathia.","Karpatkin, S; Lackner, H L",AMERICAN JOURNAL OF MEDICINE,1975,599,604,5,0,47,1.02,0,0,0,0,0,0,2,5,3,1,4,3,3,4,4,2,1,3,0,0,2,1,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
9609,The clinical management of suspected herpes virus encephalitis. A decision-analytic view.,"Braun, P",AMERICAN JOURNAL OF MEDICINE,1980,895,902,7,0,46,1.12,0,0,0,0,0,0,0,0,0,0,0,6,5,4,6,6,4,3,3,1,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9610,Effect of tripod position on objective parameters of respiratory function in stable chronic obstructive pulmonary disease,"Bhatt, Surya P.; Guleria, Randeep; Luqnran-Arafath, T. K.; Gupta, Anin K.; Mohan, Anant; Stoltzfus, Jill C.; Nanda, Sudip",CHEST,2007,610,610,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
9611,"Central, renal and adrenal effects of lithium in man.","Miller, P D; Dubovsky, S L; McDonald, K M; Katz, F H; Robertson, G L; Schrier, R W",AMERICAN JOURNAL OF MEDICINE,1979,797,803,6,0,46,1.1,0,0,0,0,0,0,0,0,0,0,3,8,9,2,3,4,1,2,4,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,6
9612,Relative importance of blood gas measurements on clinical decision-making in children with status asthmaticus,"Carroll, Christopher L.; Mackenzie, Megan; Schramm, Craig M.; Zucker, Aaron R.",CHEST,2007,601,601,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
9613,A case of Churg strauss syndrome with tracheobronchial involvement and pulmonary parenchymal sparing,"Devulapally, Kiran; Bhatt, Nitin Y.",CHEST,2007,712,712,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
9614,Clinical significance of bronchodilator responsiveness in patients with restrictive defect,"Elya, Marwan; Demaika, Tarek; Dedeke, Amy; Youness, Houssein; Daher, Nadim; Awab, Ahmed; Kinasewitz, Gary; Keddissi, Jean",CHEST,2007,612,613,1,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
9615,Plasma arginine vasopressin in the syndrome of inappropriate antidiuretic hormone secretion.,"Baumann, G; Lopez-Amor, E; Dingman, J F",AMERICAN JOURNAL OF MEDICINE,1972,19,24,5,0,46,0.94,0,0,1,5,7,2,6,3,3,4,3,3,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9616,Right and left ventricular dysfunction in patients with chronic obstructive lung disease. Assessment by first-pass radionuclide angiography.,"Slutsky, R A; Ackerman, W; Karliner, J S; Ashburn, W L; Moser, K M",AMERICAN JOURNAL OF MEDICINE,1980,197,205,8,0,45,1.1,0,0,0,0,0,0,0,0,0,0,1,5,6,12,5,3,1,1,3,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9617,"Six sigma performance improvement project increased compliance with joint commission community-acquired pneumonia core measures and led to lower lengths of stay, decreased mortality, and cost savings","Gamerdinger, Karen; Brock, Jeff; Frost-Kunnen, Jackie; Jutting, C. Jeff; Stilley, M. David; Horning, Neil",CHEST,2007,447,447,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
9618,Secondhand smoke exposure and asthma morbidity among elementary school children enrolled in a clinical trial,"Gerald, Lynn B.; Patel, Karna; Zhang, Sijian; McClure, Leslie",CHEST,2007,461,461,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
9619,"Thrombocytosis, coronary thrombosis and acute myocardial infarction.","Virmani, R; Popovsky, M A; Roberts, W C",AMERICAN JOURNAL OF MEDICINE,1979,498,506,8,0,45,1.07,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,2,0,0,4,0,5,3,3,1,0,0,2,0,3,0,0,0,1,1,1,1,0,0,1,2,1,2,0,0,0,1,0,0,1,0,3
9620,Technetium brain scanning in the diagnosis and management of cerebral abscess.,"Crocker, E F; McLaughlin, A F; Morris, J G; Benn, R; McLeod, J G; Allsop, J L",AMERICAN JOURNAL OF MEDICINE,1974,192,201,9,0,45,0.96,0,0,0,0,0,2,7,2,8,2,1,4,1,2,2,5,2,1,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9621,Efficay of doripenem in nosocomial pneumonia: Non-ventilator-associated and ventilator-associated pneumonia,"Kollef, Marin H.; Bello, Jordi; Prokocimer, Philippe; Lee, Michael; Kaniga, Kone; Friedland, Ian",CHEST,2007,498,499,1,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
9622,Video-assisted thoracoscopic surgery for acute thoracic trauma,"Lewis, Jaime D.; Howington, John A.; Starnes, Sandre L.; Pritts, Timothy A.; Reed, Michael F.",CHEST,2007,660,660,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
9623,Echocardiography as a predictor of pulmonary hypertension in patients with idiopathic pulmonary fibrosis,"Nathan, Steven D.; Saggar, Rajeev; Barnett, Scott; Belperio, John A.; Ahmad, Shalzad; Ross, David J.; Shlobin, Oksana A.; Saggar, Rajan; Libre, Eric; Lynch, Joseph P., III; Zisman, Elavid A.",CHEST,2007,428,428,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
9624,A study to evaluate the competency of ICU personnel in oxygen therapy,"Quinones, Alphonso A.; Pennell, Rachael A.; Gazarra, Laura; Hussain, Erfan; Rosen, Mark; Talwar, Arunabh; Kamholz, Stephan",CHEST,2007,577,577,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
9625,Pulmonary rehabilitation improves functional capacity in patients with interstitial lung disease,"Shariat, Cyrus; Garvey, Chris; Bigler, Julia; Collard, Harold R.",CHEST,2007,458,458,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
9626,Form of post-discharge anticoagulation following major orthopedic surgery: Impact on outcomes,"Shorr, Andrew F.; Horblyuk, Ruslan; Farrelly, Eileen; Happe, Laura",CHEST,2007,500,500,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
9627,Factitious pulse oximeter desaturation with methylene blue injection in sentinel lymph node,"Touma, Rabih N.",CHEST,2007,696,696,0,1,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9628,"Hereditary nephritis with nerve deafness. Immunofluorescent studies on the kidney, with a consideration of discordant immunoglobulin-complement immunofluorescent reactions.","Spear, G S; Whitworth, J M; Konigsmark, B W",AMERICAN JOURNAL OF MEDICINE,1970,52,63,11,0,43,0.84,0,1,5,5,7,1,3,0,2,5,0,4,4,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9629,Lysozyme determination in parotid saliva from patients with Sjogren's syndrome.,"Moutsopoulos, H M; Karsh, J; Wolf, R O; Tarpley, T M; Tylenda, A; Papadopoulos, N M",AMERICAN JOURNAL OF MEDICINE,1980,39,42,3,0,42,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,1,1,0,6,2,0,3,2,2,0,0,1,1,3,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,6
9630,OSA and Work-Related Injuries Searching for Evidence Response,"Ayas, Najib T.; Allen, A. J. Marcus Hirsch",CHEST,2015,166,167,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9631,A 44-Year-Old Man With Bilateral Pneumothorax,"Albores, Jeffrey; Abtin, Fereidoun; Barjaktarevic, Igor",CHEST,2015,118,121,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9632,The sixth (2000) ACCP guidelines for antithrombotic therapy for prevention and treatment of thrombosis,"Hirsh, J; Dalen, JE; Guyatt, G",CHEST,2001,1,2,1,0,123,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,8,10,9,11,8,8,12,6,1,6,0,3,5,5,1,3
9633,Goblet cell and mucin gene abnormalities in asthma,"Fahy, JV",CHEST,2002,320,326,6,0,110,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,10,8,12,6,7,8,8,6,2,5,4,7,5,4,1
9634,Echocardiography in pericardial effusion.,"Tjaik, A J",AMERICAN JOURNAL OF MEDICINE,1977,29,40,11,0,41,0.93,0,0,0,0,0,0,0,0,3,4,3,10,3,3,2,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
9635,Chronic cough due to nonasthmatic eosinophilic bronchitis - ACCP evidence-based clinical practice guidelines,"Brightling, CE",CHEST,2006,116,121,5,0,104,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,6,16,12,5,9,6,4,4,2,5,7,1
9636,Influenza A viral infection associated with acute renal failure.,"Shenouda, A; Hatch, F E",AMERICAN JOURNAL OF MEDICINE,1976,697,702,5,0,41,0.91,0,0,0,0,0,0,0,1,3,5,1,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,0,3,0,1,2,2,3,1,1,1,1,0,0,0,0,2
9637,Pathogenesis and natural history of usual interstitial pneumonia - The whole story or the last chapter of a long novel,"Strieter, RM",CHEST,2005,526,532,6,0,101,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,13,14,9,5,9,5,4,4,3,6,4,1
9638,Proteinuria.,"Heinemann, H O; Maack, T M; Sherman, R L",AMERICAN JOURNAL OF MEDICINE,1974,71,82,11,0,41,0.87,0,0,0,0,0,4,4,4,1,6,3,2,3,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3
9639,Abnormal fibrinolysis in familial pulmonary hypertension.,"Inglesby, T V; Singer, J W; Gordon, D S",AMERICAN JOURNAL OF MEDICINE,1973,5,14,9,0,41,0.85,0,0,0,0,1,0,1,1,0,3,2,2,0,1,1,3,2,0,1,1,2,1,0,1,2,1,1,0,3,1,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
9640,An empiric integrative approach to the management of cough - ACCP evidence-based clinical practice guidelines,"Pratter, MR; Brightling, CE; Boulet, LP; Irwin, RS",CHEST,2006,222,231,9,0,97,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,6,6,9,7,8,12,5,8,6,6,5,4
9641,Is Smad3 a major player in signal transduction pathways leading to fibrogenesis?,"Roberts, AB; Piek, E; Bottinger, EP; Ashcroft, G; Mitchell, JB; Flanders, KC",CHEST,2001,43,47,4,1,97,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,12,15,6,11,3,2,2,1,0,5,2,1,6,2,1,6
9642,Left ventricular hemodynamics in patients with coronary artery disease and in normal subjects. Correlations with the extent of coronary artery lesions and the electrocardiogram.,"Saltups, A; McCallister, B D; Hallermann, F J; Wallace, R B; Smith, R E; Frye, R L",AMERICAN JOURNAL OF MEDICINE,1971,8,19,11,0,41,0.82,0,2,8,2,5,3,3,5,2,4,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9643,Palliative care,"Kvale, PA; Simoff, M; Prakash, UBS",CHEST,2003,284,311,27,0,91,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,7,9,7,5,3,6,5,4,3,2,5,6,4,3
9644,Anatomy and neurophysiology of the cough reflex - ACCP evidence-based clinical practice guidelines,"Canning, BJ",CHEST,2006,33,47,14,0,76,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,6,7,2,3,13,4,4,2,4,6,1
9645,The impact of pulmonary hypertension on survival in patients with idiopathic pulmonary fibrosis,"Nadrous, HF; Pellikka, PA; Krowka, MJ; Swanson, KL; Chaowalit, N; Decker, PA; Ryu, JH",CHEST,2005,616,617,1,1,71,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,8,4,9,5,4,3,4,9,2,5,7
9646,Antithrombotic therapy in patients with saphenous vein and internal mammary artery bypass grafts,"Stein, PD; Schunemann, H; Dalen, JE; Gutterman, D",CHEST,2004,600,608,8,0,67,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,5,7,1,9,7,7,6,4,2,0,1,0,4
9647,The evaluation of left ventricular function by echocardiography.,"Fortuin, N J; Pawsey, C G",AMERICAN JOURNAL OF MEDICINE,1977,1,9,8,0,39,0.89,0,0,0,0,0,0,0,1,4,8,5,7,4,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
9648,Renal biogenesis of erythropoietin.,"Erslev, A J",AMERICAN JOURNAL OF MEDICINE,1975,25,30,5,0,39,0.85,0,0,0,0,0,1,4,4,3,3,1,3,2,1,1,3,3,1,1,1,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9649,Chronic cough due to bronchiectasis - ACCP evidence-based clinical practice guidelines,"Rosen, MJ",CHEST,2006,122,131,9,0,63,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,2,8,7,10,2,2,5,2,5,2,2,1
9650,Antithrombotic therapy in peripheral arterial occlusive disease,"Jackson, MR; Clagett, GP",CHEST,2001,283,299,16,0,61,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,11,6,7,5,3,3,0,1,0,0,0,0,0,1,1,0,2
9651,Talc pneumoconiosis. Significance of sublight microscopic mineral particles.,"Miller, A; Teirstein, A S; Bader, M E; Bader, R A; Selikoff, I J",AMERICAN JOURNAL OF MEDICINE,1971,395,402,7,0,39,0.78,0,0,1,3,1,1,3,1,1,3,0,1,4,1,0,1,2,1,1,1,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,5
9652,Serologic diagnosis of systemic candidiasis in patients with acute leukemia.,"Rosener, F; Gabriel, F D; Taschdjian, C; Cuesta, M B; Kozinn, P J",AMERICAN JOURNAL OF MEDICINE,1971,54,62,8,0,39,0.78,0,0,8,3,2,7,8,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9653,Neutrophil kinetics in Felty's syndrome.,"Joyce, R A; Boggs, D R; Chervenick, P A; Lalezari, P",AMERICAN JOURNAL OF MEDICINE,1980,695,702,7,0,38,0.93,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,2,4,2,4,1,4,1,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
9654,Introduction to the diagnosis and management of cough - ACCP evidence-based clinical practice guidelines,"Irwin, RS",CHEST,2006,25,27,2,0,44,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,4,4,1,5,2,5,4,4,2,1,1
9655,Pulmonary hypertension - Cellular and molecular mechanisms,"Cool, CD; Groshong, SD; Oakey, J; Voelkel, NF",CHEST,2005,565,571,6,1,44,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,1,8,4,5,2,3,4,1,1,1,4
9656,Pathogenetic mechanisms of interstitial pulmonary fibrosis in patients with serum antinuclear factor. A histologic and clinical correlation.,"Nagaya, H; Sieker, H O",AMERICAN JOURNAL OF MEDICINE,1972,51,62,11,0,38,0.78,0,0,1,9,1,4,4,2,2,0,0,1,0,1,2,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2
9657,Integrin-mediated activation of transforming growth factor-beta(1) in pulmonary fibrosis,"Sheppard, D",CHEST,2001,49,53,4,1,42,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,3,4,2,8,4,3,0,1,0,0,0,0,2,0,0,1
9658,Unexplained (idiopathic) cough - ACCP evidence-based clinical practice guidelines,"Pratter, MR",CHEST,2006,220,221,1,0,39,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,3,3,3,2,3,1,6,1,3,3,1
9659,Alveolar fluid clearance in patients with ARDS - Does it make a difference?,"Matthay, MA",CHEST,2002,340,343,3,0,39,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,4,4,1,1,2,6,1,4,2,2,0,1,1,1
9660,Sites of airway dilatation in asthma following inhaled versus subcutaneous terbutaline. Comparison of physiologic tests with radionuclide lung images.,"Tashkin, D P; Trevor, E; Chopra, S K; Taplin, G V",AMERICAN JOURNAL OF MEDICINE,1980,14,26,12,0,36,0.88,0,0,0,0,0,0,0,0,0,0,1,7,4,4,1,4,2,0,1,3,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
9661,Successful treatment of Brucella melitensis end-carditis.,"Pratt, D S; Tenney, J H; Bjork, C M; Reller, L B",AMERICAN JOURNAL OF MEDICINE,1978,897,900,3,0,36,0.84,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,2,1,5,4,2,4,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9662,Sexual precocity attributable to ectopic gonadotropin secretion by hepatoblastoma.,"McArthur, J W; Toll, G D; Russfield, A B; Reiss, A M; Quinby, W C; Baker, W H",AMERICAN JOURNAL OF MEDICINE,1973,390,403,13,0,36,0.75,0,0,0,0,1,4,2,1,3,2,4,3,3,1,1,4,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
9663,"Microarray analysis indicates that pulmonary edema fluid from patients with acute lung injury mediates inflammation, mitogen gene expression, and fibroblast proliferation through bioactive interleukin-1","Olman, MA; White, KE; Ware, LB; Cross, MT; Zhu, S; Matthay, MA",CHEST,2002,69,70,1,1,31,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,1,1,4,2,4,1,2,3,3,1,1,6
9664,Redox activation of intracellular calcium release channels (Ryanodine receptors) in the sustained phase of hypoxia-induced pulmonary vasoconstriction,"Du, WL; Frazier, M; McMahon, TJ; Eu, JP",CHEST,2005,556,558,2,1,30,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,6,2,2,1,1,0,0,2,4
9665,"Diffuse intrapulmonary hemorrhage, renal failure and a systemic vasculitis. A case report and review of the literature.","Thomashow, B M; Felton, C P; Navarro, C",AMERICAN JOURNAL OF MEDICINE,1980,299,304,5,0,35,0.85,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,3,2,1,4,3,2,1,2,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9666,Role of angiopoietin-1 in experimental and human pulmonary arterial hypertension,"Kugathasan, L; Dutly, AE; Zhao, YDD; Deng, YP; Robb, MJ; Keshavjee, S; Stewart, DJ",CHEST,2005,633,642,9,1,28,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,8,2,3,0,0,2,1,1,0,7
